喂遲啲去唔去旅行啊	ssssssbes
"噉樣	sbe
喀喀	ss
噉呢但係呢居然呢係連都冇囖其實	ssbesbessssssbe
我都會覺得係啊其實	sssbessbe
係啊	ss
係啊係啊	ssss
不過佢寫出來又費事即係佢想可能濫即係點啊	bessbesbebessbesbess
多啲人寄信去噉佢可以揀得好啲噉樣囖	sssbesssbessssbes
係啊係啊係啊	ssssss
係囖	ss
所以都唔知點啊	besssss
係喇咦阿林翠茵點啊	sssssbess
林翠茵我哋冇同佢冇乜同佢聯絡	sbebesssssssbe
你有冇同佢聯絡呢	sbessbes
冇啊佢就	ssss
係呀	ss
不過我估佢都唔會揾住嚹應該	besssssssssbe
佢嗰陣咪話去旅行噉樣啊	sbesssbebes
佢但係呢佢去唔成喎	sbessssss
係呀	ss
點解啊	bes
係啊	ss
佢唔係話佢嗲哋媽咪俾錢佢去咩	sbessbebesssss
係嘞係啊係啊	ssssss
係嘞噉嗰日呢噉跟住噉我企喺度噉樣誒即係等結果出來	sssbessbesssbebesbesbebe
係嘞係嘞	ssss
喀	s
噉跟住噉呢就突然之間見到佢喎我幾驚訝	sbesssbmmessssssbe
係呀	ss
即係你都唔會見到佢出現嘅	besssssssbes
佢出來我明知佢嗰日啱啱係之前嗰日去旅行𠺢嗎	sbesbesbebesbebesbess
哦喀喀喀	ssss
噉跟住點知原來佢話佢嗰團唔成團啊	sbebebesssssssss
邊個	be
因為少人得滯抑或點呢	bessbebess
誒佢好似話少人得滯啊	ssbesssbes
哦	s
於是就唔成團	bessss
佢去邊啊	ssss
但係佢又冇講話誒佢有冇報過第二個團囖	besssssssbessbesss
哦噉佢諗住去邊𡃉其實	ssssssssbe
誒日本啊	sbes
係呀	ss
係嘞係嘞	ssss
哦	s
噉樣囖不過我諗佢會我估佢會報過第二個啊應該	besbessssssssssbessbe
係呀	ss
即係佢但係佢而家去咗未吖	besbesbessss
係囖我都唔知喎	sssssss
因為佢嗰日都話佢嗰日就冇講話佢有冇報過第二個囖	besbesssbesssssbessbess
哦	s
係囖係囖係囖係囖	ssssssss
啊係啊我哋嗰啲同學都幾好啊啲成績	sssbebebesssssbe
哦係啊係啊	sssss
我聽人講有四個喎	ssssssss
係啊	ss
係啊哦都幾好係唔係呢	sssssssbes
我覺得咁多年睇下人哋啲榜呢我覺得我哋嗰年我哋哩一年個榜最好啊	sbesssssbessssbebessbessssssss
即係嗰度啲同學最多	bebesbess
喀喀喀	sss
啊噉又係𠸏佢嗰啲勁人	ssssssbess
係喇係喇	ssss
係喇唔知佢哋揾工揾成點呢呵	ssssbebesssss
啊但係佢哋又唔係即係佢哋咁勁呢讀書但係佢又唔係即係去	sbebesbebebesssbebessbebes
係啊係啊係啊	ssssss
係囖唔知呢唔知佢哋點啊	sssssssbess
係啊	ss
阿話做吖嗎想	ssssss
係啊係啊唉但係我覺得佢即係做學術界會好啲囖其實	sssssbesbesbesbmessssbe
係囖	ss
可以變成一個有成就嘅人啊即係出名啊	bebesssbesssbebes
係嘞	ss
係嘞	ss
即係佢可以發展佢嘅潛能我覺得佢哩方面都幾好𡃉	besbebessbesbessbessss
係啊係啊	ssss
係啊係啊	ssss
係呀噉你有冇揾其他工啊噉	ssssbesbesss
咦你喀	sss
你最近有冇得啊其實	sbesbesbe
最近呀	bes
最近最近都冇嚹	bebesss
係呀	ss
咦我嗰次好似聽講你好似話去一份唔知點樣係好多嘢𡃉喎又要睇	ssssbebesbessssssbesbessssss
係呀	ss
嗰份乜嘢來𡃉	ssbess
嗰份呢就係叫做個名呢就係叫哩個哩個	sssssbessssssbebe
即係做嗰邊啲嘢	besbess
係喇係喇	ssss
喀喀喀喀	ssss
噉呢佢即係誒因為呢噉初頭佢即係呢佢嗰份叫乜嘢呢即係介紹佢份工	sssbesbessbesbesssssbesbebesss
喀	s
喀	s
即係成幾即係成幾版紙咁長喇	bessbesssssss
係呀	ss
即係即係佢係好多資料關於哩一份工噉樣囖	bebessbebebessssbes
係呀	ss
係呀	ss
係嘞噉所以噉初頭呢就呢即係以為佢間公司呢好大𡃉喎噉	sssbesbesssbebessbessssss
係呀	ss
係嘞噉呢噉但係呢就都好似幾有規模噉樣嘅	sssssbesssbessbebes
哦哦哦哦哦	sssss
噉噉呢佢就係話誒會即係佢係誒幫人哋請啲嗰啲即係啲	sssssssssbessssbessbebes
噉佢係即係幫人請一啲比較人工高啲啊噉樣噉樣嗰啲嘅	sssbesssssbebesssbebebes
即係唔會少人工嗰啲𡃉嘞	besssbebess
係嘞係嘞	ssss
即係佢會係請嗰啲比較高級嗰啲職員噉樣囖幫人哋噉幫親人哋即係請哩一個	bessssbebebebebebessbesssbebessss
嘩一年定一個月定一個人啊	ssssssssssss
係啊誒一個人啊	sssssss
即係請一個人啊	besssss
嘩做乜嘢咁多𠸏	ssbesss
係啊噉所以佢其實我諗佢即係佢要係賺到即係賺到幾多錢幾多	sssbesbesssbesssssbesssssss
喀	s
噉同埋佢嘅即係方法呢都好新新穎𡃉喎	sbessbebessssbess
係呀	ss
係嘞	ss
係點𡃉	sss
就係呢你一去到呢佢呢就俾個位你坐喇噉	ssssssssssssssssss
噉跟住呢佢就入一落去個度嘞噉樣喇	sbesssssbesssbes
喀	s
噉跟住嗰隻裏邊呢就係有介紹嗰間公司喇同埋即係介紹下佢即係例如	sbessbessssbessbesbebebessbebe
即係好有成就噉樣囖講佢哋係嘞	bessbebessbess
哦哦哦哦喀	sssss
噉又講下份工係點樣喇	sssssssbes
噉又講下間公司將來有乜嘢發展噉樣嗰啲囖	sssssbebesbebebebes
喀喀	ss
噉佢呢噉跟住又會有條嘅噉樣喇	ssssbesssssbes
噉呢就即係俾一個你	sssbessss
噉樣	be
喀	s
噉跟住呢你就即係當你係印咗一本書噉樣本書就關於啲嘢	sbesssbessssssssbesssbess
喀喀	ss
噉你就誒點樣即係你影印咗一萬個唔係一千個啊	ssssbebesbesbesbebess
喀	s
噉呢你就要點即係你對住嗰一千個你要點做囖	ssssssbessssbessssss
哦	s
即係佢就要你假設你自己係哩個書嘅作者噉樣	bessssbesbesbessbebe
噉你就唔知睇下你點樣做去本書噉樣囖	ssssssssbessssbes
噉即係喺佢面前你要點樣講然後本書噉樣	sbessbessbesbessbe
係嘞係嘞係嘞	ssssss
噉你又晒嘞噉呢跟住你就要入即係噉你就入去同佢講噉樣囖	sssssssbessssbesssbesssbes
即係好似當你係一個推銷嘅人噉樣喇	bebesssssbessbes
係嚹係嚹	ssss
噉你點樣推銷呢噉樣	ssbebesbe
係嚹係嚹	ssss
即係你一步一步噉你知你會做啲乜嘢啊噉樣囖	bessssssssssssbesbes
就唔使做埋出來𠸏就噉講俾佢聽啫	sbessbessssssss
係嘞係嘞	ssss
喀	s
噉呢噉跟住噉呢但係哩個嘅第一來𡃉咋喎噉呢就重	sssbessbebesbessssssss
哦	s
噉第二呢就係第二日先做嘅即係另一個工作下一個工作天嘞	sbesssbessssbesssbesssbmes
噉呢你就喺誒你要打返電話俾嗰個即係嗰個囖	ssssssssssbesbebebes
喀喀	ss
噉呢就因為因為你琴日呢做完你嘅嘅時候呢佢會覺得有啲	sssbebesbessssssbesssbess
喀喀喀	sss
即係佢有個噉樣嘅嘢嘞	besssbesss
係嘞	ss
即係佢有啲噉樣樣嘅	besssbess
即係你一路講一路返你啲噉佢覺得你係佢就寫低	besbesbesssssbessssbe
哦哦哦	sss
噉跟住計你啲分噉樣𡃉	sbessssbes
哦	s
係呀	ss
係呀	ss
係喇	ss
噉樣跟住第二日呢就要再打返電話去	bebebesssssssbes
噉呢就誒即係再答返啲問題噉樣囖	ssssbessssbebes
即係答返佢你根據啲有啲乜嘢你答得不足嘅你再答返噉樣囖	bessssbesssbesssbesssssbes
係呀	ss
噉你有冇打啊	ssbess
我有打啊	ssss
係呀	ss
係喇佢覺得好高興𠻹啊佢話	sssbesbessss
係呀	ss
係啊	ss
噉會唔會機會好大啊	ssssbesss
都唔係喎	sbes
但係呢我覺得佢即係呢佢會即係我覺得佢係好識得請人囖	bessbesbesssbesbesssssbes
你明唔明啊	sssss
因為佢都係幫人哋請人𠺢嗎	bessssbessss
喀	s
噉所以我覺得佢會要求會好高囖其實	sbesbessbessssbe
喀	s
但係佢咁高興噉應該機會好大𡃉喎	bessbesbebessss
唔係啊因為我覺得佢係禮貌上話好高興啊	besbesbessbesssbes
因為個個都係噉講嘅	bebesssss
係啊係啊即係總之係打返去佢都係話好高興囖	ssssbebesssssssssbes
佢有冇話俾你聽話幾時再有得噉樣啊	sbesssssbesbebes
噉佢就話叫我等下	ssssssss
因為佢話誒哩一兩日呢即係上個禮拜啊即係第二日我上個禮拜五打	bessssssssbessbesbebessssbmes
喀喀喀	sss
噉呢佢就話誒應因為哩一兩日佢話哩一兩日都重有人去	sssssssbesssssssssssssss
"噉呢佢就話計完晒啲分之後呢噉如果你係高過人哋呢佢話噉你就有得	sssssssssssbessbessssbessssssbe
佢話誒就應該下個禮拜之內會通知𡃉嘞噉樣囖係嘞	ssssbessbebesbessbesss
喀喀喀喀	ssss
哦噉即係都係今個禮拜度喇	ssbessssbess
係嘞係嘞係嘞係嘞噉就等下噉囖又係	ssssssssssssssss
喀	s
係喇	ss
唉噉唉希望你得喇哩份	sssbesssss
係喇如果做到哩份都好𠸏	ssbesssssss
喀喀喀	sss
係喇因為比較好似都有啲嘢學噉樣喇	ssbebebesssssbes
同埋都好似應該有得發展𡃉係唔係啊其實	besbebebebessbesbe
我見到啲人呢做誒嗰啲呢即係我都覺得幾好𡃉喎	ssssssssbesbessbessss
係啊係啊	ssss
唔係即係比較對人多啲囖個工作會係係喇	bebebessssssbessss
喀喀喀喀喀	sssss
喀喀喀	sss
噉所以佢就即係佢哋啲都幾好噉樣嘅	sbessbebessssbes
哦	s
即係誒係嘞佢就話所以其實份工就包埋同埋	bessssssbebesssssbe
係	s
噉嗰呢就係要你知道點樣去請即係點樣譬如份工要求啲乜嘢	sssssssbebessbebebessbesbe
喀	s
噉你就要識得嗰個人識唔識哩套囖其實	ssssssbesssssssbe
即係你自己唔識喇你都要識得佢囖	besbessssssssss
喀喀喀喀	ssss
係嘞	ss
噉佢會唔會教你𡃉其實個點樣	ssssssssbesbe
係啊係啊	ssss
噉佢就話佢話點解會請咁少人呢佢話佢只會請一個佢話如果有適合	ssssssbessssssssssssssssbesbe
佢話但係頂晒窿𡃉嚹噉講	ssbesssssss
佢話因為即係佢話佢會好多時間教你嘢囖佢話你誒大約頭半	ssbebessssbebessssssssbess
喀喀喀	sss
啊噉其實都幾多嘢學幾好啊	ssbessssssss
係啊係啊噉所以係喇噉都幾想做𠸏其實哩份	sssssbessssssssbess
哎吔噉希望你得喇哩份	besbesssss
係喇係喇	ssss
係啊	ss
係噉不如唉唉唉噉不如噉喇我遲啲再揾你喇如果一有乜嘢消息你	ssbessssbesssbessssbessbebes
好啊好啊好啊	ssssss
噉你都係啊	sssss
好喇	ss
好喇好喇	ssss
咦葉先生呀你呢有冇諗過去睇書展啊	ssbesssbessssbes
誒乜嘢書展呢	sbebes
誒每年即係每年都有一次嗰個書展囖	sbebebessssbebes
你知唔知道𡃉	sssbes
誒你係唔係指香港會議中心嗰個呢	sssbesbebebebes
係啊係啊係啊係啊	ssssssss
哦我自己未去不過呢就琴日睇到誒電視新聞呢就係報導哩一個	ssbessbessbesssbebesssbesss
喀	s
噉呢就誒好似好哄動噉樣	ssssbesbebe
係啊係啊我估都係漫畫嗰邊多啲人囖	ssssssssbebessss
係啊我都覺得係	ssssbes
係嘞係嘞噉噉但係你會有冇諗過去睇呢	ssssssbessbesssss
暫時冇噉嘅打算或者遲啲會去	besssbebebess
哦唔係	sbe
因為呢我上年呢噉上年書展我都有去	bessbessbebessss
噉我喺度買咗啲字典喎	ssbesssbes
噉我覺得"啊都會幾好	ssbessssss
"但係我又覺得唔知點樣揀好囖	sbessbessbesss
因為呢我覺得我買咗兩本字典噉呢一本呢就係嗰個	bessbesssssbesssssssbe
係	s
噉另外一本就係嗰個普通我哋誒商務印書館出嗰本即係啡色皮面嗰本吖嗎	sbessssbebebesbmmmesssbebebessss
你知唔知邊本啊	sssssss
誒你係指漢英定英漢呢	ssssssssss
誒啡色嗰本就係漢英嘅	sbesssssss
啡色嘅漢英係商務出版嘅	bessssbebes
係嘞	ss
喀喀嗰本即係我哋成日都用嗰本喇	ssssbebebesssss
嗯	s
係幾時出版𡃉呢	sbebess
九五年啊應該	bmesbe
九五年	bme
即係我上年九六年睇書展喇	besbebmesbes
噉佢個出版就係九五年應該係最即係嗰陣時係最新囖	sssbessbmebessbebmessss
係	s
係	s
但係我又覺得呢嗰啲字典呢好似誒有啲不足之處我成日覺得	bessbesbebesbesssbesssbebe
誒你意思係漢英嘅字典	ssbessssbe
誒兩兩樣都有啊其實	sssssssbe
譬如呢誒講譬如講嗰本先喇即係英漢嗰本先喇	besssbesssssbessssss
係	s
噉我會覺得呢佢誒即係我以我都有以為嗰版即係舊版八幾年嗰版	sssbesssbesssssbessbessbmess
係	s
噉呢但係呢佢我會覺得呢舊版呢就有一個係譬如講地名嘅後最	ssbessssbesssssssssbesbesss
係	s
係嘞係嘞係嘞	ssssss
嗯	s
噉但係呢新嗰本就冇𡃉喎	sbessssssss
係	s
噉我覺得譬如我哋做翻譯噉樣呢我會覺得會好困難囖	ssbebebesbebesssbessbes
因為有時我哋譯嘢都會遇到啲誒即係專有名詞啊地方名噉樣𠺢嗎	bebebessssssssbebebesbesbess
噉我覺得如果冇咗我覺得好似好似唔知點噉樣啊	ssbebesssbebebesssbes
誒噉可唔可以兩本字典一齊用呢	ssssbessbebess
可以	be
因為考試只可以帶兩部字典	bebesbesssbe
係嘞係嘞係嘞	ssssss
噉佢哋譯嘅嘢又唔同噉樣"吖"嗎	sbessssbebessss
係	s
噉如果帶帶一本噉又好似冇地名喎但係如果帶本有地名又舊版喎噉又	sbessssssbesbesbebesssbessssss
係囖	ss
我諗如果英漢字典來講呢我自己誒而家常用嘅就有兩本嘞	ssbessbessssbesbebessssss
喀喀喀	sss
一本呢就係阿黃同益編嘅	sssssssbess
黃同益	sbe
係嘞	ss
哦	s
另外一本呢就係陸谷孫嘅	bessssssbes
我諗你應該有用𡃉	sssbesss
誒我冇乜點聽過	sssssss
誒陸谷孫嗰本呢就係叫做"英漢大辭典"	ssbesssssbessssbes
哦哦哦哦哦哦	ssssss
噉呢哩本書呢就已經出咗好耐𡃉嘞不過呢最近呢誒或者都唔係最近	sssssssbessssssbesbessbesbebe
哦	s
即係你意思話以前就係誒分咗上冊同埋下冊	besbesbesssssbebebe
係嘞以前呢就好大本嘅	ssbessssss
哦	s
喀	s
噉呢就比較攜帶方便	sssbebebe
噉但係會唔會資料上係少咗呢	sbesssbesssss
誒唔會𡃉因為其實佢係將兩冊呢係濃縮成一冊	ssssbebesssssssbesss
只不過啲字體係細咗	bmesbesss
喀	s
喀噉所以呢就好適合你哋呢考試嘅時候呢係攜帶嘅因為只係有一本嘅	ssbesssbebesbesbessbesbebessss
但係會唔會好貴呢	bessssss
即係哩一類型嘅字典	bessbesbe
喀	s
就係誒都需要幾百蚊嘅	ssssbebess
幾多百度呢	besss
噉誒已經唔記得咗嘞	ssbebmess
哦	s
因為太耐嘞	besss
喀	s
喀	s
喀	s
同埋佢有你頭先嘅要求	besssbesbe
就係話有	ssss
喀	s
後邊呢就有啲人名同埋地名啊嗰啲噉	bessssbebebesbes
哦哦哦哦	ssss
噉可以考慮買哩本	sbebesss
但係喀但係我又覺得譬如話好似你間房噉樣喇	besbessbebesbesssbes
係	s
噉有好多字典喎	ssbebes
係	s
喀都唔算多嚹	ssssss
喀噉我哋覺得如果做翻譯噉梗係要好多字典好多工具書去幫我哋譯嘢喇	ssbebebesbesbesbebebebmessbesss
係冇錯吖	sbes
噉但係譬如我哋平時譬如做功課啊嗰陣時我又覺得係都需要唔同類型嘅字典喇噉	sbebebebebesbesbmessbessbebebesbess
譬如專門嘅譬如話法律啊誒或者係講哩一個誒自然科學啊	bebesbesbessbessssssbebes
嗯	s
科技性嗰啲字典啊你覺得點樣呢	bmebebessbebes
喀	s
噉呢就不妨呢係多買啲字典	sssbesssssbe
因為呢如果只係買一啲通用嘅字典呢就只係幫到你誒譯一啲好普通嘅文章	besbesssbebesbessbesssssbesbesbe
喀	s
嗯	s
噉你就需要一啲專科嘅字典嘅	sssbebebesbes
噉哩一個呢就要睇下你自己嘅用途嘞	ssssssssssbesbes
你有啲乜嘢嘅目的呢	sbebesbes
噉如果譬如話你做功課嘅時候有時你會遇到一啲比較專有嘅文章或者一啲專業	sbebesssbesbebessssbebebesbebebebe
喀	s
但係當你出來工作嘅時候呢或者如果你經常都需要係應付哩一類專科嘅文章嘅時候	bessbebesbesbebesbesbesbesssbesbesbe
喀噉譬如我哋而家做學生就你都唔誒誒推薦我哋買咁多嘞	ssbebebesbessssssbebessss
誒我唔係唔推薦	ssbesbe
喀	s
而係你哋要因應你哋自己嘅財政能力來到決定	ssbesbebebesbebessbe
哦係喇	sss
因為都幾貴啊其實一本字典	bessssbessbe
係啊	ss
喀	s
都需要誒幾百蚊	sbesbes
係啊	ss
喀	s
就更加貴	sbes
嗯	s
噉所以呢就要睇下你哋嘅用途同埋你哋嘅能力而定嘞	sbesssssbesbebebesbesss
喀喀喀喀	ssss
係	s
噉你又覺得誒漢英點樣呢	sssbesbebes
因為呢我嗰陣時買商務啡色嗰本呢	bessbmesbebesss
係	s
噉我就會覺得佢都係好𠸏	ssssbesssss
係	s
即係都幾齊嘅啲字	bessssss
嗯	s
係	s
係	s
都唔係就係真係咁好𠺢嗎	sbessbessss
喀	s
噉你查起上來呢就好方便嘞	sssbmesssbes
喀喀喀	sss
因為佢係根據誒字母嘅先後來到排列嘅	bessbesbesssssbes
係啊係啊	ssss
喀	s
噉你就可以𠻺好快噉樣查到你需要嘅字嘞	sssbesssbesssbesss
喀	s
噉正如頭先講呢就哩一本書呢𠻺有佢嘅好處但係亦都有不足之處嘅	sbebessssssssssssbebebesbesss
係啊	ss
噉佢就係有一啲字呢或者係深啲嘅名詞或者係誒中國大陸嘅用語呢	sssssbessbessssbebessbebesbes
喀	s
噉嘅時候呢我諗你就要考慮買一本比較新近嘅字典	ssbessssssbesssbebesbe
噉我而家手頭上有嘅呢就係叫做"漢英大辭典"	ssbebmesssssbessssbes
喀	s
噉哩本書呢或者哩部辭典呢就唔係好新不過呢我覺得佢內容係誒	sssssbessbessbessbessbesbess
即係比起我講嗰本好啲	bebessssss
誒我覺得比起商務嗰本呢誒嘅辭條係多啲	ssbebebesssssbesss
喀	s
同埋佢嘅內容呢係比較新啲	bessbessbess
喀	s
亦都呢係有頗多係中國大陸嘅一啲術語嘅	bessssssbebesbebes
嗯嗯嗯	sss
噉呢就哩本字典呢就係由誒上海交通大學出版社呢出版嘅	sssssbesssssbebmmebmesbes
喀	s
噉嘅出版嘅年期我已經唔記得咗嘞	ssbesbesbebmess
噉但係呢就佢係幾值得買嘅	sbesssssbess
喀喀喀喀	ssss
噉如果你可以去大陸買或者託朋友喺大陸幫你買返來呢噉呢就好平嘅啫	sbesbesbesbesbesbesssbessssssss
係因為我好似呢我讀嗰陣時呢噉阿張先生呢就介紹咗一本	sbesbesssbmessssbessbesss
係	s
但係即係再新啲同埋好大本好多嘅	bebesssbesssbes
係	s
噉呢佢就話如果喺香港買呢就要二百幾蚊噉樣喇	sssssbesbessssbmesbes
係	s
噉但係我有一次就同啲同學一齊即係同啲讀翻譯嘅同學一齊返去深圳度買吖嗎	sbesssssssbebebesssbesbebebebessss
嗯	s
噉呢係九十幾蚊咋喎	sssbmesss
係	s
噉我覺得相差都幾遠囖	ssbebessss
係啊	ss
所以如果我哋去開深圳噉樣呢噉我哋可以喺多啲書局買多啲字典囖我又覺得	bebebessbebessbebesssbesssbesssbe
即係比較平好多囖	bebesbes
相差幾遠啊	besss
係嘞	ss
喀	s
係啊係啊係啊	ssssss
逛一逛嘞	ssss
嗯	s
而其中呢工具書呢亦都係有好多嘅	sbesbmesbessbes
係啊係啊	ssss
噉呢就有好多係大陸出版喇	ssssbesbebes
嗯嗯	ss
噉呢就誒喺香港買呢係會好昂貴嘅	sssssbesssssbes
係啊	ss
噉但係如果你喺大陸買呢噉呢就好似你頭先講呢幾乎係平一半以上嘅	sbebessbesssssbesbessbessbebes
係啊係啊	ssss
噉有時呢甚至呢係𠻺超過一半𠻹	sbesbesssbebes
嗯	s
譬如話我最近買咗一本字典呢就係關於佛教嘅一本字典	bessbessssbesssbebesssbe
喀即係佛教名詞嘅	sbebebes
噉呢係佛教嘅辭典來嘅	sssbesbess
哦	s
噉呢就係一啲專科嘅辭典喇	ssssbebesbes
喀喀喀	sss
噉但係呢就喺香港買就需要係一千四百蚊	sbesssbessbesbmmes
係啊	ss
係好大好多冊吖	sssbess
定點啊	sss
係有八冊嘅	sssss
哦哦哦	sss
喀	s
係上去幫我買嘅	sbessss
噉佢呢就好好喇幫我帶埋落來𠻹	sssssssssssbes
喀	s
噉就連郵費都唔使	sssbesbe
嗯	s
噉呢就係只係需要呢係四百蚊度	ssssbebessbess
嘩爭好遠喎	sssss
噉呢即係話呢係爭成幾倍嘅	ssbessssssss
係啊係啊係啊	ssssss
喀噉所以如果你又得閒誒有時間可以同朋友去嘅呢噉就可以即係不妨考慮	ssbebessbessbebesbesssssbebebebe
係啊	ss
係	s
噉就買咗一本係誒啊一本噉樣	sssssssssssbe
嗯	s
噉我係大陸買好似四十幾蚊咋喎	sssbesbebmesss
係	s
但係我喺香港我聽啲因為我哋我讀嘅時候呢都有一個	bessbesssbebesssbesssss
係	s
噉個通常都會叫我哋誒即係用嗰本來到做參考喇	ssbesssbesbesssbesbes
係	s
噉我覺得嘩佢就話俾我聽喺香港買呢要成千幾蚊喎	ssbessssssssbessssbess
你嗰本書嘅書名係乜嘢	sssssbesbe
誒我都唔係好記得誒係誒係阿𡃉	sssbesbessssss
係關於嘅	sbes
係𡃉	ss
	
喀係喇係好大本嗰本囖我唔記得咗係點樣嘞	sssssssssssbmessbes
係	s
喺大陸只係需要幾十蚊唧	sbebebebess
係啊	ss
但係喺香港買呢我個話要成千幾蚊囖	besbesssssssbess
噉我諗我都要返大陸買多啲書嚹如果係噉樣	sssssssbesssssbesbe
係因為呢我買嗰本書嘅時候就係諗住自己即係睇𡃉唧	sbesssssssbessssbebesss
我就冇諗過原來哩一個誒科目呢就用哩本做參考書囖	sssssbessssbessssssbmes
係	s
噉但係我覺得我真係真係慶幸我嗰陣時買咗囖	sbesbesbebebesbmesss
哦	s
噉可以慳返好多錢嘞	sbessbess
係啊係啊係啊	ssssss
同埋佢都幫助幾大啊因為	bessbesssbe
嗯	s
嗯	s
就要盡量利用嗰個機會嘞	ssbebebebes
係嘞	ss
因為呢就如果喺大嘅書局頭先我講嘅深圳書城啊之類呢佢裏邊有好多種類型	bessbesssbebesssbebesbessbesbesbe
噉除咗係工具書呢其他嘅譬如話係一啲教科書啊或者其他嘅書都係誒	sbesbmesbesbessbebmesbebesssss
喀	s
哦你聽電話啊你要	ssbmesss
誒你同學揾你話係一零四號房開會	ssbessssbmessbe
哦好吖唔該	sssbe
喀	s
喀	s
噉我哋繼續講喇	sbebess
好啊好啊	ssss
噉誒係囖	ssss
即係我而家即係科技咁發達喇	besbebebesbes
係	s
噉我會覺得好多光碟呢即係嗰啲電腦光碟啊我見到都係有啲辭典𡃉喎	sssbebebesbebebebessssssssbess
嗯	s
因為我誒誒上年喇係係嘞我買咗一隻呢係嗰啲誒叫做乜嘢	besssbesssssssssssbesbebe
我哋會有嘅	besss
係係光碟來嘅	ssbess
係但係光碟來嘅	sbebess
嗯	s
噉我覺得嗰佢裏邊嘅內容呢其實嗰本字典嘅內容係一模一樣𡃉𡃓	ssbessbesbesbessbesbesbmmess
係	s
因為我查過嗰本書跟住又睇返自己個光碟佢嘅解釋啊各方面嘅嘢"都	bessssssbesssbesbessbessbessss
噉你覺得點樣睇呢	ssbebess
噉誒你覺得係查索方面或者查索喇方面喇𠻺你覺得邊樣比較方便呢	sssbesbebebebesbesssbebebebes
誒我會覺得應該查字典會好啲嘅即係查本書會好過查光碟嘅	sssbebesbessssbesssssssbes
噉光碟嘅用途喺邊啊	sbesbesss
誒我唔知可能佢係即係第一個另外一種途徑俾你去用噉樣喇	ssssbessbebesbessbessssbes
嗯	s
噉又要揾地方擺喇但係你一隻磁碟好薄啊好少地方已經擺到吖嗎	ssssbessbesssbesssssbebessss
噉但係如果你用光碟嘅時候你咪需要有一部電腦	sbebessbesbessbesssbe
但係而家通常啲人都會有電腦囖屋企	bebebesssssbesbe
喀可以隨身攜帶	sbebebe
就可以攜帶	sbebe
係嘞	ss
喀喀喀	sss
啱	s
係喇	ss
係	s
噉我覺得而家啲電子辭典喇同埋光碟噉佢有發聲嘅功能𠺢嗎	ssbebesbebesbebesssbesbess
嗯	s
噉我覺得都幾好喎其實	ssbessssbe
佢可能即係比起以前好耐譬如幾年之前或者十年之前呢佢哋嗰個發音呢係標準	sbebebebessbessbebessbesbebebessbe
誒會唔會係一啲𠻺講英文嘅人仕誒發音嘅呢或者係讀出來嘅呢	sssssbessbesbesbessbessbess
係啊係啊	ssss
係啊係啊	ssss
真係好似係嗰啲誒嗰一啲人嘅讀音囖	bebesbessbessbes
係	s
噉我覺得係非常之標準囖	ssbesbesbes
嗯	s
係	s
嗰啲新嗰啲誒誒誒即係快譯通啊嗰啲噉樣嘅電子辭典囖	besbesssbebmesbebesbebes
我覺得都幾好囖	sbessss
係係	ss
係啊	ss
誒我知道除咗快譯通之外呢重有好多牌子嘅	ssbebebmebesssbebes
係啊係啊	ssss
不過我自己呢就都冇買到	besbessssss
噉誒或者如果你揾到一部好嘅電子辭典呢噉或者你介紹俾我呢我都	ssbebesssssssbebessbesbesssss
喀但係我以前有聽過呢張先生呢講過話啲電子辭典喎	sbesbesssssbesssssbebes
係	s
因為佢話電子辭典我哋就唔准帶去試場用𠺢嗎	bessbebebesssssbesss
係	s
係	s
係有個分別喺度𡃉喎	sssbebess
分別喺邊呢	besss
因為佢話譬如查電子辭典呢佢係俾咗好快速嘅一個誒誒誒誒意思	bessbesbebessssssbesssssssbe
係	s
譬如你查一個字然後佢即刻俾到幾個意思俾你但係佢唔會再深入去解釋俾	besssssbesbessssbessbessssbesbes
即係話佢𠻺好少例子	besssssbe
冇例子啊基本上	sbesbme
係直程冇例子	sbesbe
有啲好啲嘅可能會有一句噉樣喇	sssssbessssbes
係	s
但係係不足囖	besbes
係	s
佢話譬如我哋做翻譯嘅嗰啲辭典嘅作用就唔大囖只不過譬如好俾到好快嘅	ssbebesbesbebesbessssbmebessssss
係	s
但係如果你真係要譯深入去認識因為我哋譯嘢呢都要睇佢嗰個嗰篇文章嘅	bebesbessbesbebebesssssssbessbes
嗯	s
噉所以呢我就會覺得即係用查字典會好好多	sbessssbebessbessbe
係	s
因為佢可以俾多好多解釋啊	besbessbebes
你可以點樣用啊噉樣囖	sbebessbes
嗯我都覺得呢係電子辭典呢只係𠻺方便我哋喺𠻺攜帶啊或者係日常	sssbessbebesbesbebessbesbesbe
嗯	s
電子辭典呢似乎對我哋嘅幫助就唔係咁大嘞	bebesbesbesbesbesss
喀喀喀	sss
嗯	s
或者乜嘢情況之下我哋可以用哩一個字	bebebebebebesssss
喀	s
噉哩一啲都係誒電子辭典呢似乎俾唔到我哋嘅有關嘅資料𡃉	ssbesssbebesbesssbesbesbes
係啊係啊	ssss
噉所以呢就電子辭典呢始終都係有佢局限	sbessbebesbessssbe
嗯	s
噉𠻺基本上呢翻譯都係需要經過𠻺我哋嘅思考同埋作為我哋一個譯者呢我哋	ssbmesbessbebesbesbebebebessbesbe
係啊	ss
我都好同意你嘅講法	sssbessbe
